Temporada_Local,Jornada,Fecha,Tipo_Local,Equipo_Local,Marcador_Local,Marcador_Visitante,Equipo_Visita,Tipo_Visita
2010-2011,21,1/29/2011,Local,Hércules,0,3,Barcelona,Visitante
2010-2011,21,1/31/2011,Local,Racing de Santander,1,1,Valencia,Visitante
2010-2011,21,1/29/2011,Local,Málaga,1,2,Real Zaragoza,Visitante
2010-2011,21,1/29/2011,Local,Deportivo de La Coruña,3,3,Sevilla,Visitante
2010-2011,21,1/29/2011,Local,Levante,2,0,Getafe,Visitante
2010-2011,21,1/30/2011,Local,Espanyol,0,1,Villarreal,Visitante
2010-2011,21,1/29/2011,Local,Real Sociedad,2,0,Almería,Visitante
2010-2011,21,1/30/2011,Local,Osasuna,1,0,Real Madrid,Visitante
2010-2011,22,5/2/2011,Local,Athletic Club,3,0,Sporting de Gijón,Visitante
2010-2011,22,5/2/2011,Local,Barcelona,3,0,Atlético de Madrid,Visitante
2010-2011,22,6/2/2011,Local,Valencia,2,0,Hércules,Visitante
2010-2011,22,5/2/2011,Local,Real Zaragoza,1,1,Racing de Santander,Visitante
2010-2011,22,6/2/2011,Local,Sevilla,0,0,Málaga,Visitante
2010-2011,22,5/2/2011,Local,Getafe,4,1,Deportivo de La Coruña,Visitante
2010-2011,22,5/2/2011,Local,Villarreal,0,1,Levante,Visitante
2010-2011,22,5/2/2011,Local,Almería,3,2,Espanyol,Visitante
2010-2011,22,6/2/2011,Local,Real Madrid,4,1,Real Sociedad,Visitante
2010-2011,22,5/2/2011,Local,Osasuna,1,1,Mallorca,Visitante
2010-2011,23,2/14/2011,Local,Mallorca,1,0,Athletic Club,Visitante
2010-2011,23,12/2/2011,Local,Sporting de Gijón,1,1,Barcelona,Visitante
2010-2011,23,12/2/2011,Local,Atlético de Madrid,1,2,Valencia,Visitante
2010-2011,23,2/13/2011,Local,Hércules,2,1,Real Zaragoza,Visitante
2010-2011,23,12/2/2011,Local,Racing de Santander,3,2,Sevilla,Visitante
2010-2011,23,2/13/2011,Local,Málaga,2,2,Getafe,Visitante
2010-2011,23,2/13/2011,Local,Deportivo de La Coruña,1,0,Villarreal,Visitante
2010-2011,23,2/13/2011,Local,Levante,1,0,Almería,Visitante
2010-2011,23,2/13/2011,Local,Espanyol,0,1,Real Madrid,Visitante
2010-2011,23,2/13/2011,Local,Real Sociedad,1,0,Osasuna,Visitante
2010-2011,24,2/20/2011,Local,Barcelona,2,1,Athletic Club,Visitante
2010-2011,24,2/19/2011,Local,Valencia,0,0,Sporting de Gijón,Visitante
2010-2011,24,2/19/2011,Local,Real Zaragoza,0,1,Atlético de Madrid,Visitante
2010-2011,24,2/20/2011,Local,Sevilla,1,0,Hércules,Visitante
2010-2011,24,2/20/2011,Local,Getafe,0,1,Racing de Santander,Visitante
2010-2011,24,2/20/2011,Local,Villarreal,1,1,Málaga,Visitante
2010-2011,24,2/20/2011,Local,Almería,1,1,Deportivo de La Coruña,Visitante
2010-2011,24,2/19/2011,Local,Real Madrid,2,0,Levante,Visitante
2010-2011,24,2/20/2011,Local,Osasuna,4,0,Espanyol,Visitante
2010-2011,24,2/21/2011,Local,Real Sociedad,1,0,Mallorca,Visitante
2010-2011,25,2/26/2011,Local,Mallorca,0,3,Barcelona,Visitante
2010-2011,25,2/27/2011,Local,Athletic Club,1,2,Valencia,Visitante
2010-2011,25,2/26/2011,Local,Sporting de Gijón,0,0,Real Zaragoza,Visitante
2010-2011,25,2/26/2011,Local,Atlético de Madrid,2,2,Sevilla,Visitante
2010-2011,25,2/27/2011,Local,Hércules,0,0,Getafe,Visitante
2010-2011,25,2/27/2011,Local,Racing de Santander,2,2,Villarreal,Visitante
2010-2011,25,2/28/2011,Local,Málaga,3,1,Almería,Visitante
2010-2011,25,2/26/2011,Local,Deportivo de La Coruña,0,0,Real Madrid,Visitante
2010-2011,25,2/27/2011,Local,Levante,2,1,Osasuna,Visitante
2010-2011,25,2/26/2011,Local,Espanyol,4,1,Real Sociedad,Visitante
2010-2011,26,2/3/2011,Local,Valencia,0,1,Barcelona,Visitante
2010-2011,26,2/3/2011,Local,Real Zaragoza,2,1,Athletic Club,Visitante
2010-2011,26,1/3/2011,Local,Sevilla,3,0,Sporting de Gijón,Visitante
2010-2011,26,2/3/2011,Local,Getafe,1,1,Atlético de Madrid,Visitante
2010-2011,26,2/3/2011,Local,Villarreal,1,0,Hércules,Visitante
2010-2011,26,3/3/2011,Local,Almería,1,1,Racing de Santander,Visitante
2010-2011,26,3/3/2011,Local,Real Madrid,7,0,Málaga,Visitante
2010-2011,26,2/3/2011,Local,Osasuna,0,0,Deportivo de La Coruña,Visitante
2010-2011,26,2/3/2011,Local,Real Sociedad,1,1,Levante,Visitante
2010-2011,26,1/3/2011,Local,Espanyol,1,2,Mallorca,Visitante
2010-2011,27,5/3/2011,Local,Mallorca,1,2,Valencia,Visitante
2010-2011,27,5/3/2011,Local,Barcelona,1,0,Real Zaragoza,Visitante
2010-2011,27,6/3/2011,Local,Athletic Club,2,0,Sevilla,Visitante
2010-2011,27,6/3/2011,Local,Sporting de Gijón,2,0,Getafe,Visitante
2010-2011,27,5/3/2011,Local,Atlético de Madrid,3,1,Villarreal,Visitante
2010-2011,27,6/3/2011,Local,Hércules,1,2,Almería,Visitante
2010-2011,27,6/3/2011,Local,Racing de Santander,1,3,Real Madrid,Visitante
2010-2011,27,6/3/2011,Local,Málaga,0,1,Osasuna,Visitante
2010-2011,27,7/3/2011,Local,Deportivo de La Coruña,2,1,Real Sociedad,Visitante
2010-2011,27,6/3/2011,Local,Levante,1,0,Espanyol,Visitante
2010-2011,28,12/3/2011,Local,Real Zaragoza,4,0,Valencia,Visitante
2010-2011,28,3/13/2011,Local,Sevilla,1,1,Barcelona,Visitante
2010-2011,28,3/14/2011,Local,Getafe,2,2,Athletic Club,Visitante
2010-2011,28,3/13/2011,Local,Villarreal,1,1,Sporting de Gijón,Visitante
2010-2011,28,12/3/2011,Local,Almería,2,2,Atlético de Madrid,Visitante
2010-2011,28,12/3/2011,Local,Real Madrid,2,0,Hércules,Visitante
2010-2011,28,3/13/2011,Local,Osasuna,3,1,Racing de Santander,Visitante
2010-2011,28,3/13/2011,Local,Real Sociedad,0,2,Málaga,Visitante
2010-2011,28,3/13/2011,Local,Espanyol,2,0,Deportivo de La Coruña,Visitante
2010-2011,28,3/13/2011,Local,Levante,1,1,Mallorca,Visitante
2010-2011,29,3/19/2011,Local,Mallorca,1,0,Real Zaragoza,Visitante
2010-2011,29,3/20/2011,Local,Valencia,0,1,Sevilla,Visitante
2010-2011,29,3/19/2011,Local,Barcelona,2,1,Getafe,Visitante
2010-2011,29,3/20/2011,Local,Athletic Club,0,1,Villarreal,Visitante
2010-2011,29,3/20/2011,Local,Sporting de Gijón,1,0,Almería,Visitante
2010-2011,29,3/19/2011,Local,Atlético de Madrid,1,2,Real Madrid,Visitante
2010-2011,29,3/20/2011,Local,Hércules,0,4,Osasuna,Visitante
2010-2011,29,3/20/2011,Local,Racing de Santander,2,1,Real Sociedad,Visitante
2010-2011,29,3/20/2011,Local,Málaga,2,0,Espanyol,Visitante
2010-2011,29,3/20/2011,Local,Deportivo de La Coruña,0,1,Levante,Visitante
2010-2011,30,3/4/2011,Local,Sevilla,3,1,Real Zaragoza,Visitante
2010-2011,30,2/4/2011,Local,Getafe,2,4,Valencia,Visitante
2010-2011,30,2/4/2011,Local,Villarreal,0,1,Barcelona,Visitante
2010-2011,30,4/4/2011,Local,Almería,1,3,Athletic Club,Visitante
2010-2011,30,2/4/2011,Local,Real Madrid,0,1,Sporting de Gijón,Visitante
2010-2011,30,3/4/2011,Local,Osasuna,2,3,Atlético de Madrid,Visitante
2010-2011,30,3/4/2011,Local,Real Sociedad,1,3,Hércules,Visitante
2010-2011,30,3/4/2011,Local,Espanyol,1,2,Racing de Santander,Visitante
2010-2011,30,3/4/2011,Local,Levante,3,1,Málaga,Visitante
2010-2011,30,3/4/2011,Local,Deportivo de La Coruña,2,1,Mallorca,Visitante
2010-2011,31,9/4/2011,Local,Mallorca,2,2,Sevilla,Visitante
2010-2011,31,11/4/2011,Local,Real Zaragoza,2,1,Getafe,Visitante
2010-2011,31,10/4/2011,Local,Valencia,5,0,Villarreal,Visitante
2010-2011,31,9/4/2011,Local,Barcelona,3,1,Almería,Visitante
2010-2011,31,9/4/2011,Local,Athletic Club,0,3,Real Madrid,Visitante
2010-2011,31,10/4/2011,Local,Sporting de Gijón,1,0,Osasuna,Visitante
2010-2011,31,10/4/2011,Local,Atlético de Madrid,3,0,Real Sociedad,Visitante
2010-2011,31,10/4/2011,Local,Hércules,0,0,Espanyol,Visitante
2010-2011,31,10/4/2011,Local,Racing de Santander,1,1,Levante,Visitante
2010-2011,31,10/4/2011,Local,Málaga,0,0,Deportivo de La Coruña,Visitante
2010-2011,32,4/16/2011,Local,Getafe,1,0,Sevilla,Visitante
2010-2011,32,4/18/2011,Local,Villarreal,1,0,Real Zaragoza,Visitante
2010-2011,32,4/16/2011,Local,Almería,0,3,Valencia,Visitante
2010-2011,32,4/16/2011,Local,Real Madrid,1,1,Barcelona,Visitante
2010-2011,32,4/17/2011,Local,Osasuna,1,2,Athletic Club,Visitante
2010-2011,32,4/17/2011,Local,Real Sociedad,2,1,Sporting de Gijón,Visitante
2010-2011,32,4/17/2011,Local,Espanyol,2,2,Atlético de Madrid,Visitante
2010-2011,32,4/17/2011,Local,Levante,2,1,Hércules,Visitante
2010-2011,32,4/17/2011,Local,Deportivo de La Coruña,2,0,Racing de Santander,Visitante
2010-2011,32,4/16/2011,Local,Málaga,3,0,Mallorca,Visitante
2010-2011,33,4/24/2011,Local,Mallorca,2,0,Getafe,Visitante
2010-2011,33,4/24/2011,Local,Sevilla,3,2,Villarreal,Visitante
2010-2011,33,4/25/2011,Local,Real Zaragoza,1,0,Almería,Visitante
2010-2011,33,4/23/2011,Local,Valencia,3,6,Real Madrid,Visitante
2010-2011,33,4/23/2011,Local,Barcelona,2,0,Osasuna,Visitante
2010-2011,33,4/23/2011,Local,Athletic Club,2,1,Real Sociedad,Visitante
2010-2011,33,4/24/2011,Local,Sporting de Gijón,1,0,Espanyol,Visitante
2010-2011,33,4/24/2011,Local,Atlético de Madrid,4,1,Levante,Visitante
2010-2011,33,4/24/2011,Local,Hércules,1,0,Deportivo de La Coruña,Visitante
2010-2011,33,4/24/2011,Local,Racing de Santander,1,2,Málaga,Visitante
2010-2011,34,1/5/2011,Local,Villarreal,2,1,Getafe,Visitante
2010-2011,34,1/5/2011,Local,Almería,0,1,Sevilla,Visitante
2010-2011,34,4/30/2011,Local,Real Madrid,2,3,Real Zaragoza,Visitante
2010-2011,34,1/5/2011,Local,Osasuna,1,0,Valencia,Visitante
2010-2011,34,4/30/2011,Local,Real Sociedad,2,1,Barcelona,Visitante
2010-2011,34,2/5/2011,Local,Espanyol,2,1,Athletic Club,Visitante
2010-2011,34,1/5/2011,Local,Levante,0,0,Sporting de Gijón,Visitante
2010-2011,34,4/30/2011,Local,Deportivo de La Coruña,0,1,Atlético de Madrid,Visitante
2010-2011,34,1/5/2011,Local,Málaga,3,1,Hércules,Visitante
2010-2011,34,1/5/2011,Local,Racing de Santander,2,0,Mallorca,Visitante
2010-2011,35,8/5/2011,Local,Mallorca,0,0,Villarreal,Visitante
2010-2011,35,7/5/2011,Local,Getafe,2,0,Almería,Visitante
2010-2011,35,7/5/2011,Local,Sevilla,2,6,Real Madrid,Visitante
2010-2011,35,8/5/2011,Local,Real Zaragoza,1,3,Osasuna,Visitante
2010-2011,35,7/5/2011,Local,Valencia,3,0,Real Sociedad,Visitante
2010-2011,35,8/5/2011,Local,Barcelona,2,0,Espanyol,Visitante
2010-2011,35,7/5/2011,Local,Athletic Club,3,2,Levante,Visitante
2010-2011,35,7/5/2011,Local,Sporting de Gijón,2,2,Deportivo de La Coruña,Visitante
2010-2011,35,7/5/2011,Local,Atlético de Madrid,0,3,Málaga,Visitante
2010-2011,35,7/5/2011,Local,Hércules,2,3,Racing de Santander,Visitante
2010-2011,36,11/5/2011,Local,Almería,0,0,Villarreal,Visitante
2010-2011,36,10/5/2011,Local,Real Madrid,4,0,Getafe,Visitante
2010-2011,36,11/5/2011,Local,Osasuna,3,2,Sevilla,Visitante
2010-2011,36,11/5/2011,Local,Real Sociedad,2,1,Real Zaragoza,Visitante
2010-2011,36,11/5/2011,Local,Espanyol,2,2,Valencia,Visitante
2010-2011,36,11/5/2011,Local,Levante,1,1,Barcelona,Visitante
2010-2011,36,10/5/2011,Local,Deportivo de La Coruña,2,1,Athletic Club,Visitante
2010-2011,36,10/5/2011,Local,Málaga,2,0,Sporting de Gijón,Visitante
2010-2011,36,10/5/2011,Local,Racing de Santander,2,1,Atlético de Madrid,Visitante
2010-2011,36,11/5/2011,Local,Hércules,2,2,Mallorca,Visitante
2010-2011,37,5/15/2011,Local,Almería,3,1,Mallorca,Visitante
2010-2011,37,5/15/2011,Local,Villarreal,1,3,Real Madrid,Visitante
2010-2011,37,5/15/2011,Local,Getafe,2,0,Osasuna,Visitante
2010-2011,37,5/15/2011,Local,Sevilla,3,1,Real Sociedad,Visitante
2010-2011,37,5/15/2011,Local,Real Zaragoza,1,0,Espanyol,Visitante
2010-2011,37,5/15/2011,Local,Valencia,0,0,Levante,Visitante
2010-2011,37,5/15/2011,Local,Barcelona,0,0,Deportivo de La Coruña,Visitante
2010-2011,37,5/15/2011,Local,Athletic Club,1,1,Málaga,Visitante
2010-2011,37,5/15/2011,Local,Sporting de Gijón,2,1,Racing de Santander,Visitante
2010-2011,37,5/15/2011,Local,Atlético de Madrid,2,1,Hércules,Visitante
2010-2011,38,5/21/2011,Local,Real Madrid,8,1,Almería,Visitante
2010-2011,38,5/21/2011,Local,Osasuna,1,0,Villarreal,Visitante
2010-2011,38,5/21/2011,Local,Real Sociedad,1,1,Getafe,Visitante
2010-2011,38,5/21/2011,Local,Espanyol,2,3,Sevilla,Visitante
2010-2011,38,5/21/2011,Local,Levante,1,2,Real Zaragoza,Visitante
2010-2011,38,5/21/2011,Local,Deportivo de La Coruña,0,2,Valencia,Visitante
2010-2011,38,5/21/2011,Local,Málaga,1,3,Barcelona,Visitante
2010-2011,38,5/21/2011,Local,Racing de Santander,1,2,Athletic Club,Visitante
2010-2011,38,5/21/2011,Local,Hércules,0,0,Sporting de Gijón,Visitante
2010-2011,38,5/21/2011,Local,Mallorca,3,4,Atlético de Madrid,Visitante
2011-2012,1,1/21/2012,Local,Espanyol,3,0,Granada,Visitante
2011-2012,1,1/21/2012,Local,Racing de Santander,1,2,Getafe,Visitante
2011-2012,1,1/21/2012,Local,Real Sociedad,0,4,Atlético de Madrid,Visitante
2011-2012,1,1/21/2012,Local,Betis,1,1,Sevilla,Visitante
2011-2012,1,1/22/2012,Local,Osasuna,1,1,Valencia,Visitante
2011-2012,1,1/22/2012,Local,Rayo Vallecano,0,1,Mallorca,Visitante
2011-2012,1,1/22/2012,Local,Málaga,1,4,Barcelona,Visitante
2011-2012,1,1/22/2012,Local,Levante,0,0,Real Zaragoza,Visitante
2011-2012,1,1/22/2012,Local,Real Madrid,4,1,Athletic Club,Visitante
2011-2012,1,1/23/2012,Local,Villarreal,3,0,Sporting de Gijón,Visitante
2011-2012,2,8/27/2011,Local,Sporting de Gijón,1,2,Real Sociedad,Visitante
2011-2012,2,8/27/2011,Local,Valencia,4,3,Racing de Santander,Visitante
2011-2012,2,8/27/2011,Local,Granada,0,1,Betis,Visitante
2011-2012,2,8/28/2011,Local,Atlético de Madrid,0,0,Osasuna,Visitante
2011-2012,2,8/28/2011,Local,Athletic Club,1,1,Rayo Vallecano,Visitante
2011-2012,2,8/28/2011,Local,Mallorca,1,0,Espanyol,Visitante
2011-2012,2,8/28/2011,Local,Getafe,1,1,Levante,Visitante
2011-2012,2,8/28/2011,Local,Real Zaragoza,0,6,Real Madrid,Visitante
2011-2012,2,8/28/2011,Local,Sevilla,2,1,Málaga,Visitante
2011-2012,2,8/29/2011,Local,Barcelona,5,0,Villarreal,Visitante
2011-2012,3,10/9/2011,Local,Real Sociedad,2,2,Barcelona,Visitante
2011-2012,3,10/9/2011,Local,Villarreal,2,2,Sevilla,Visitante
2011-2012,3,10/9/2011,Local,Real Madrid,4,2,Getafe,Visitante
2011-2012,3,10/9/2011,Local,Valencia,1,0,Atlético de Madrid,Visitante
2011-2012,3,11/9/2011,Local,Betis,1,0,Mallorca,Visitante
2011-2012,3,11/9/2011,Local,Racing de Santander,0,0,Levante,Visitante
2011-2012,3,11/9/2011,Local,Osasuna,2,1,Sporting de Gijón,Visitante
2011-2012,3,11/9/2011,Local,Rayo Vallecano,0,0,Real Zaragoza,Visitante
2011-2012,3,11/9/2011,Local,Espanyol,2,1,Athletic Club,Visitante
2011-2012,3,12/9/2011,Local,Málaga,4,0,Granada,Visitante
2011-2012,4,9/17/2011,Local,Sporting de Gijón,0,1,Valencia,Visitante
2011-2012,4,9/17/2011,Local,Granada,1,0,Villarreal,Visitante
2011-2012,4,9/17/2011,Local,Mallorca,0,1,Málaga,Visitante
2011-2012,4,9/17/2011,Local,Barcelona,8,0,Osasuna,Visitante
2011-2012,4,9/17/2011,Local,Sevilla,1,0,Real Sociedad,Visitante
2011-2012,4,9/18/2011,Local,Getafe,0,1,Rayo Vallecano,Visitante
2011-2012,4,9/18/2011,Local,Real Zaragoza,2,1,Espanyol,Visitante
2011-2012,4,9/18/2011,Local,Atlético de Madrid,4,0,Racing de Santander,Visitante
2011-2012,4,9/18/2011,Local,Levante,1,0,Real Madrid,Visitante
2011-2012,4,9/18/2011,Local,Athletic Club,2,3,Betis,Visitante
2011-2012,5,9/20/2011,Local,Osasuna,0,0,Sevilla,Visitante
2011-2012,5,9/20/2011,Local,Real Sociedad,1,0,Granada,Visitante
2011-2012,5,9/20/2011,Local,Villarreal,2,0,Mallorca,Visitante
2011-2012,5,9/21/2011,Local,Atlético de Madrid,4,0,Sporting de Gijón,Visitante
2011-2012,5,9/21/2011,Local,Málaga,1,0,Athletic Club,Visitante
2011-2012,5,9/21/2011,Local,Rayo Vallecano,1,2,Levante,Visitante
2011-2012,5,9/21/2011,Local,Racing de Santander,0,0,Real Madrid,Visitante
2011-2012,5,9/21/2011,Local,Valencia,2,2,Barcelona,Visitante
2011-2012,5,9/22/2011,Local,Espanyol,1,0,Getafe,Visitante
2011-2012,5,9/22/2011,Local,Betis,4,3,Real Zaragoza,Visitante
2011-2012,6,9/24/2011,Local,Sevilla,1,0,Valencia,Visitante
2011-2012,6,9/24/2011,Local,Athletic Club,1,1,Villarreal,Visitante
2011-2012,6,9/24/2011,Local,Real Madrid,6,2,Rayo Vallecano,Visitante
2011-2012,6,9/24/2011,Local,Barcelona,5,0,Atlético de Madrid,Visitante
2011-2012,6,9/25/2011,Local,Mallorca,2,1,Real Sociedad,Visitante
2011-2012,6,9/25/2011,Local,Levante,3,1,Espanyol,Visitante
2011-2012,6,9/25/2011,Local,Granada,1,1,Osasuna,Visitante
2011-2012,6,9/25/2011,Local,Sporting de Gijón,0,0,Racing de Santander,Visitante
2011-2012,6,9/25/2011,Local,Real Zaragoza,0,0,Málaga,Visitante
2011-2012,6,9/26/2011,Local,Getafe,1,0,Betis,Visitante
2011-2012,7,1/10/2011,Local,Osasuna,2,2,Mallorca,Visitante
2011-2012,7,1/10/2011,Local,Villarreal,2,2,Real Zaragoza,Visitante
2011-2012,7,1/10/2011,Local,Racing de Santander,1,1,Rayo Vallecano,Visitante
2011-2012,7,1/10/2011,Local,Valencia,1,0,Granada,Visitante
2011-2012,7,1/10/2011,Local,Málaga,3,2,Getafe,Visitante
2011-2012,7,2/10/2011,Local,Real Sociedad,1,2,Athletic Club,Visitante
2011-2012,7,2/10/2011,Local,Betis,0,1,Levante,Visitante
2011-2012,7,2/10/2011,Local,Atlético de Madrid,0,0,Sevilla,Visitante
2011-2012,7,2/10/2011,Local,Sporting de Gijón,0,1,Barcelona,Visitante
2011-2012,7,2/10/2011,Local,Espanyol,0,4,Real Madrid,Visitante
2011-2012,8,10/15/2011,Local,Mallorca,1,1,Valencia,Visitante
2011-2012,8,10/15/2011,Local,Getafe,0,0,Villarreal,Visitante
2011-2012,8,10/15/2011,Local,Real Madrid,4,1,Betis,Visitante
2011-2012,8,10/15/2011,Local,Barcelona,3,0,Racing de Santander,Visitante
2011-2012,8,10/15/2011,Local,Granada,0,0,Atlético de Madrid,Visitante
2011-2012,8,10/16/2011,Local,Rayo Vallecano,0,1,Espanyol,Visitante
2011-2012,8,10/16/2011,Local,Real Zaragoza,2,0,Real Sociedad,Visitante
2011-2012,8,10/16/2011,Local,Levante,3,0,Málaga,Visitante
2011-2012,8,10/16/2011,Local,Sevilla,2,1,Sporting de Gijón,Visitante
2011-2012,8,10/17/2011,Local,Athletic Club,3,1,Osasuna,Visitante
2011-2012,9,10/22/2011,Local,Sporting de Gijón,2,0,Granada,Visitante
2011-2012,9,10/22/2011,Local,Racing de Santander,0,1,Espanyol,Visitante
2011-2012,9,10/22/2011,Local,Málaga,0,4,Real Madrid,Visitante
2011-2012,9,10/22/2011,Local,Barcelona,0,0,Sevilla,Visitante
2011-2012,9,10/23/2011,Local,Betis,0,2,Rayo Vallecano,Visitante
2011-2012,9,10/23/2011,Local,Real Sociedad,0,0,Getafe,Visitante
2011-2012,9,10/23/2011,Local,Atlético de Madrid,1,1,Mallorca,Visitante
2011-2012,9,10/23/2011,Local,Osasuna,3,0,Real Zaragoza,Visitante
2011-2012,9,10/23/2011,Local,Valencia,1,1,Athletic Club,Visitante
2011-2012,9,10/23/2011,Local,Villarreal,0,3,Levante,Visitante
2011-2012,10,10/25/2011,Local,Granada,0,1,Barcelona,Visitante
2011-2012,10,10/25/2011,Local,Sevilla,2,2,Racing de Santander,Visitante
2011-2012,10,10/26/2011,Local,Real Zaragoza,0,1,Valencia,Visitante
2011-2012,10,10/26/2011,Local,Getafe,2,2,Osasuna,Visitante
2011-2012,10,10/26/2011,Local,Levante,3,2,Real Sociedad,Visitante
2011-2012,10,10/26/2011,Local,Rayo Vallecano,2,0,Málaga,Visitante
2011-2012,10,10/26/2011,Local,Mallorca,1,2,Sporting de Gijón,Visitante
2011-2012,10,10/26/2011,Local,Real Madrid,3,0,Villarreal,Visitante
2011-2012,10,10/27/2011,Local,Espanyol,1,0,Betis,Visitante
2011-2012,10,10/27/2011,Local,Athletic Club,3,0,Atlético de Madrid,Visitante
2011-2012,11,10/29/2011,Local,Valencia,3,1,Getafe,Visitante
2011-2012,11,10/29/2011,Local,Villarreal,2,0,Rayo Vallecano,Visitante
2011-2012,11,10/29/2011,Local,Barcelona,5,0,Mallorca,Visitante
2011-2012,11,10/29/2011,Local,Real Sociedad,0,1,Real Madrid,Visitante
2011-2012,11,10/30/2011,Local,Sporting de Gijón,1,1,Athletic Club,Visitante
2011-2012,11,10/30/2011,Local,Osasuna,2,0,Levante,Visitante
2011-2012,11,10/30/2011,Local,Racing de Santander,1,0,Betis,Visitante
2011-2012,11,10/30/2011,Local,Atlético de Madrid,3,1,Real Zaragoza,Visitante
2011-2012,11,10/30/2011,Local,Málaga,2,1,Espanyol,Visitante
2011-2012,11,10/31/2011,Local,Sevilla,1,2,Granada,Visitante
2011-2012,12,5/11/2011,Local,Mallorca,0,0,Sevilla,Visitante
2011-2012,12,5/11/2011,Local,Betis,0,0,Málaga,Visitante
2011-2012,12,5/11/2011,Local,Levante,0,2,Valencia,Visitante
2011-2012,12,6/11/2011,Local,Real Madrid,7,1,Osasuna,Visitante
2011-2012,12,6/11/2011,Local,Granada,0,0,Racing de Santander,Visitante
2011-2012,12,6/11/2011,Local,Real Zaragoza,2,2,Sporting de Gijón,Visitante
2011-2012,12,6/11/2011,Local,Rayo Vallecano,4,0,Real Sociedad,Visitante
2011-2012,12,6/11/2011,Local,Espanyol,0,0,Villarreal,Visitante
2011-2012,12,6/11/2011,Local,Athletic Club,2,2,Barcelona,Visitante
2011-2012,12,6/11/2011,Local,Getafe,3,2,Atlético de Madrid,Visitante
2011-2012,13,11/19/2011,Local,Villarreal,1,0,Betis,Visitante
2011-2012,13,11/19/2011,Local,Barcelona,4,0,Real Zaragoza,Visitante
2011-2012,13,11/19/2011,Local,Valencia,2,3,Real Madrid,Visitante
2011-2012,13,11/20/2011,Local,Real Sociedad,0,0,Espanyol,Visitante
2011-2012,13,11/20/2011,Local,Sporting de Gijón,2,1,Getafe,Visitante
2011-2012,13,11/20/2011,Local,Osasuna,0,0,Rayo Vallecano,Visitante
2011-2012,13,11/20/2011,Local,Sevilla,1,2,Athletic Club,Visitante
2011-2012,13,11/20/2011,Local,Atlético de Madrid,3,2,Levante,Visitante
2011-2012,13,11/21/2011,Local,Racing de Santander,1,3,Málaga,Visitante
2011-2012,13,7/12/2011,Local,Granada,2,2,Mallorca,Visitante
2011-2012,14,11/26/2011,Local,Rayo Vallecano,1,2,Valencia,Visitante
2011-2012,14,11/26/2011,Local,Real Madrid,4,1,Atlético de Madrid,Visitante
2011-2012,14,11/26/2011,Local,Getafe,1,0,Barcelona,Visitante
2011-2012,14,11/27/2011,Local,Betis,2,3,Real Sociedad,Visitante
2011-2012,14,11/27/2011,Local,Levante,4,0,Sporting de Gijón,Visitante
2011-2012,14,11/27/2011,Local,Mallorca,2,1,Racing de Santander,Visitante
2011-2012,14,11/27/2011,Local,Espanyol,1,2,Osasuna,Visitante
2011-2012,14,11/27/2011,Local,Athletic Club,0,1,Granada,Visitante
2011-2012,14,11/27/2011,Local,Real Zaragoza,0,1,Sevilla,Visitante
2011-2012,14,11/28/2011,Local,Málaga,2,1,Villarreal,Visitante
2011-2012,15,3/12/2011,Local,Sporting de Gijón,0,3,Real Madrid,Visitante
2011-2012,15,3/12/2011,Local,Racing de Santander,1,0,Villarreal,Visitante
2011-2012,15,3/12/2011,Local,Barcelona,5,0,Levante,Visitante
2011-2012,15,3/12/2011,Local,Valencia,2,1,Espanyol,Visitante
2011-2012,15,4/12/2011,Local,Atlético de Madrid,3,1,Rayo Vallecano,Visitante
2011-2012,15,4/12/2011,Local,Real Sociedad,3,2,Málaga,Visitante
2011-2012,15,4/12/2011,Local,Osasuna,2,1,Betis,Visitante
2011-2012,15,4/12/2011,Local,Mallorca,1,1,Athletic Club,Visitante
2011-2012,15,4/12/2011,Local,Granada,1,0,Real Zaragoza,Visitante
2011-2012,15,5/12/2011,Local,Sevilla,3,0,Getafe,Visitante
2011-2012,16,10/12/2011,Local,Levante,1,0,Sevilla,Visitante
2011-2012,16,10/12/2011,Local,Betis,2,1,Valencia,Visitante
2011-2012,16,10/12/2011,Local,Real Madrid,1,3,Barcelona,Visitante
2011-2012,16,11/12/2011,Local,Rayo Vallecano,1,3,Sporting de Gijón,Visitante
2011-2012,16,11/12/2011,Local,Getafe,1,0,Granada,Visitante
2011-2012,16,11/12/2011,Local,Villarreal,1,1,Real Sociedad,Visitante
2011-2012,16,11/12/2011,Local,Real Zaragoza,0,1,Mallorca,Visitante
2011-2012,16,11/12/2011,Local,Málaga,1,1,Osasuna,Visitante
2011-2012,16,11/12/2011,Local,Athletic Club,1,1,Racing de Santander,Visitante
2011-2012,16,11/12/2011,Local,Espanyol,4,2,Atlético de Madrid,Visitante
2011-2012,17,11/29/2011,Local,Barcelona,4,0,Rayo Vallecano,Visitante
2011-2012,17,12/17/2011,Local,Mallorca,1,2,Getafe,Visitante
2011-2012,17,12/17/2011,Local,Sporting de Gijón,1,2,Espanyol,Visitante
2011-2012,17,12/17/2011,Local,Athletic Club,2,1,Real Zaragoza,Visitante
2011-2012,17,12/17/2011,Local,Sevilla,2,6,Real Madrid,Visitante
2011-2012,17,12/18/2011,Local,Atlético de Madrid,0,2,Betis,Visitante
2011-2012,17,12/18/2011,Local,Granada,2,1,Levante,Visitante
